openbareruimtenaam,huisnummer,huisletter,huisnummertoevoeging,postcode,woonplaatsnaam,gemeentenaam,provincienaam,typeadresseerbaarobject,longitude,latitude
Meerkoet,1,,,9685AA,Blauwestad,Oldambt,Groningen,VBO,7.034695,53.172131
Meerkoet,3,,,9685AA,Blauwestad,Oldambt,Groningen,VBO,7.034496,53.172054
Meerkoet,5,,,9685AA,Blauwestad,Oldambt,Groningen,VBO,7.034113,53.172011
Meerkoet,7,,,9685AA,Blauwestad,Oldambt,Groningen,VBO,7.033778,53.171961
Meerkoet,9,,,9685AA,Blauwestad,Oldambt,Groningen,VBO,7.033483,53.171916
Meerkoet,11,,,9685AA,Blauwestad,Oldambt,Groningen,VBO,7.033179,53.171835
Meerkoet,13,,,9685AA,Blauwestad,Oldambt,Groningen,VBO,7.032859,53.171777
Meerkoet,15,,,9685AA,Blauwestad,Oldambt,Groningen,VBO,7.032559,53.171725
Meerkoet,17,,,9685AA,Blauwestad,Oldambt,Groningen,VBO,7.032143,53.171664
Meerkoet,19,,,9685AA,Blauwestad,Oldambt,Groningen,VBO,7.031883,53.171608
Meerkoet,21,,,9685AA,Blauwestad,Oldambt,Groningen,VBO,7.031569,53.171564
Meerkoet,2,,,9685AB,Blauwestad,Oldambt,Groningen,VBO,7.037406,53.172497
Meerkoet,4,,,9685AB,Blauwestad,Oldambt,Groningen,VBO,7.037167,53.172411
Meerkoet,6,,,9685AB,Blauwestad,Oldambt,Groningen,VBO,7.036803,53.172388
Meerkoet,8,,,9685AB,Blauwestad,Oldambt,Groningen,VBO,7.036565,53.172336
Meerkoet,10,,,9685AB,Blauwestad,Oldambt,Groningen,VBO,7.036267,53.172289
Meerkoet,12,,,9685AB,Blauwestad,Oldambt,Groningen,VBO,7.035885,53.172157
Meerkoet,14,,,9685AB,Blauwestad,Oldambt,Groningen,VBO,7.035691,53.172107
Meerkoet,16,,,9685AB,Blauwestad,Oldambt,Groningen,VBO,7.035443,53.172031
Meerkoet,18,,,9685AB,Blauwestad,Oldambt,Groningen,VBO,7.033008,53.171488
Meerkoet,20,,,9685AB,Blauwestad,Oldambt,Groningen,VBO,7.032727,53.171397
Meerkoet,22,,,9685AB,Blauwestad,Oldambt,Groningen,VBO,7.032423,53.171361
Meerkoet,24,,,9685AB,Blauwestad,Oldambt,Groningen,VBO,7.032110,53.171311
Meerkoet,26,,,9685AB,Blauwestad,Oldambt,Groningen,VBO,7.031721,53.171213
Watersnip,1,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.037681,53.171936
Watersnip,5,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.037190,53.171715
Watersnip,7,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.036785,53.171762
Watersnip,11,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.036287,53.171624
Watersnip,15,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.035650,53.171527
Watersnip,17,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.035185,53.171307
Watersnip,19,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.034990,53.171258
Watersnip,21,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.034603,53.171191
Watersnip,23,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.034356,53.171143
Watersnip,25,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.033961,53.171080
Watersnip,27,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.033714,53.171034
Watersnip,29,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.033266,53.170859
Watersnip,31,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.033065,53.170775
Watersnip,33,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.032685,53.170766
Watersnip,35,,,9685AC,Blauwestad,Oldambt,Groningen,VBO,7.032377,53.170734
