openbareruimtenaam,huisnummer,huisletter,huisnummertoevoeging,postcode,woonplaatsnaam,gemeentenaam,provincienaam,typeadresseerbaarobject,longitude,latitude
de Kanterstraat,1,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.157486,51.898208
de Kanterstraat,2,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.157104,51.898344
de Kanterstraat,3,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.157428,51.898176
de Kanterstraat,4,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.156859,51.898287
de Kanterstraat,5,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.157379,51.898140
de Kanterstraat,6,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.156772,51.898264
de Kanterstraat,7,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.157314,51.898112
de Kanterstraat,8,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.156729,51.898232
de Kanterstraat,9,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.157264,51.898071
de Kanterstraat,10,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.156702,51.898187
de Kanterstraat,11,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.157221,51.898044
de Kanterstraat,12,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.156517,51.898032
de Kanterstraat,13,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.157164,51.898007
de Kanterstraat,14,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.156461,51.897968
de Kanterstraat,15,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.157107,51.897975
de Kanterstraat,17,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.157057,51.897943
de Kanterstraat,19,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.156913,51.897901
de Kanterstraat,21,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.156855,51.897874
de Kanterstraat,23,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.156806,51.897837
de Kanterstraat,25,,,3232AA,Brielle,Brielle,Zuid-Holland,VBO,4.156770,51.897810
Ds H de Jagerstraat,1,,,3232AB,Brielle,Brielle,Zuid-Holland,VBO,4.156528,51.899059
Ds H de Jagerstraat,2,,,3232AB,Brielle,Brielle,Zuid-Holland,VBO,4.156582,51.899093
Ds H de Jagerstraat,3,,,3232AB,Brielle,Brielle,Zuid-Holland,VBO,4.156625,51.899121
Ds H de Jagerstraat,4,,,3232AB,Brielle,Brielle,Zuid-Holland,VBO,4.156682,51.899157
Ds H de Jagerstraat,5,,,3232AB,Brielle,Brielle,Zuid-Holland,VBO,4.156732,51.899185
Ds H de Jagerstraat,6,,,3232AB,Brielle,Brielle,Zuid-Holland,VBO,4.156790,51.899217
Ds H Pauwstraat,1,,,3232AC,Brielle,Brielle,Zuid-Holland,VBO,4.156865,51.898855
Ds H Pauwstraat,2,,,3232AC,Brielle,Brielle,Zuid-Holland,VBO,4.156905,51.898887
Ds H Pauwstraat,3,,,3232AC,Brielle,Brielle,Zuid-Holland,VBO,4.156950,51.898922
Ds H Pauwstraat,4,,,3232AC,Brielle,Brielle,Zuid-Holland,VBO,4.157008,51.898945
Ds H Pauwstraat,5,,,3232AC,Brielle,Brielle,Zuid-Holland,VBO,4.157065,51.898982
Ds H Pauwstraat,6,,,3232AC,Brielle,Brielle,Zuid-Holland,VBO,4.157108,51.899013
Hoijerstraat,1,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.156503,51.898818
Hoijerstraat,2,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.156120,51.898955
Hoijerstraat,3,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.156445,51.898786
Hoijerstraat,4,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.155868,51.898906
Hoijerstraat,5,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.156388,51.898759
Hoijerstraat,6,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.155803,51.898883
Hoijerstraat,7,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.156345,51.898727
Hoijerstraat,8,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.155749,51.898860
Hoijerstraat,9,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.156288,51.898699
Hoijerstraat,10,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.155726,51.898810
Hoijerstraat,11,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.156238,51.898663
Hoijerstraat,12,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.155497,51.898659
Hoijerstraat,13,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.156181,51.898631
Hoijerstraat,14,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.155455,51.898605
Hoijerstraat,15,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.156131,51.898599
Hoijerstraat,17,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.156088,51.898567
Hoijerstraat,19,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.155930,51.898520
Hoijerstraat,21,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.155872,51.898497
Hoijerstraat,23,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.155822,51.898470
Hoijerstraat,25,,,3232AD,Brielle,Brielle,Zuid-Holland,VBO,4.155787,51.898433
Kerkhoekstraat,1,,,3232AE,Brielle,Brielle,Zuid-Holland,VBO,4.157543,51.897692
Kerkhoekstraat,3,,,3232AE,Brielle,Brielle,Zuid-Holland,VBO,4.157161,51.898380
Kerkhoekstraat,5,,,3232AE,Brielle,Brielle,Zuid-Holland,VBO,4.156933,51.898495
