openbareruimtenaam,huisnummer,huisletter,huisnummertoevoeging,postcode,woonplaatsnaam,gemeentenaam,provincienaam,typeadresseerbaarobject,longitude,latitude
Lyspôlle,1,,,8614AA,Oudega,Súdwest-Fryslân,Friesland,VBO,5.546499,52.992019
Lyspôlle,2,,,8614AA,Oudega,Súdwest-Fryslân,Friesland,VBO,5.546975,52.991857
Lyspôlle,3,,,8614AA,Oudega,Súdwest-Fryslân,Friesland,VBO,5.546901,52.992145
Lyspôlle,4,,,8614AA,Oudega,Súdwest-Fryslân,Friesland,VBO,5.547347,52.991901
Lyspôlle,5,,,8614AA,Oudega,Súdwest-Fryslân,Friesland,VBO,5.547155,52.992261
Lyspôlle,6,,,8614AA,Oudega,Súdwest-Fryslân,Friesland,VBO,5.547690,52.992081
Lyspôlle,10,,,8614AA,Oudega,Súdwest-Fryslân,Friesland,VBO,5.547884,52.992000
Hagenadyk,1,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.548332,52.992403
Hagenadyk,2,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.548301,52.992098
Hagenadyk,3,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.548840,52.992771
Hagenadyk,4,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.548406,52.992205
Hagenadyk,5,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.549166,52.992402
Hagenadyk,6,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.549523,52.992204
Hagenadyk,12,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550133,52.992158
Pastorijstrjitte,7,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550031,52.992814
Pastorijstrjitte,9,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550076,52.992859
Pastorijstrjitte,11,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550106,52.992895
Pastorijstrjitte,13,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550136,52.992940
Pastorijstrjitte,15,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550151,52.992967
Pastorijstrjitte,17,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550196,52.992994
Pastorijstrjitte,18,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.549253,52.992666
Pastorijstrjitte,19,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550270,52.992994
Pastorijstrjitte,21,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.549896,52.992581
Pastorijstrjitte,22,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.549300,52.992501
Pastorijstrjitte,23,,,8614AB,Oudega,Súdwest-Fryslân,Friesland,VBO,5.549866,52.992392
Hagenadyk,7,,,8614AC,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550075,52.992545
Hagenadyk,9,,,8614AC,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550164,52.992500
Hagenadyk,11,,,8614AC,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550254,52.992571
Hagenadyk,13,,,8614AC,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550402,52.992418
Hagenadyk,15,,,8614AC,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550433,52.992634
Hagenadyk,17,,,8614AC,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550656,52.992643
Hagenadyk,19,,,8614AC,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550731,52.992634
Hagenadyk,21,,,8614AC,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550924,52.992544
Hagenadyk,23,,,8614AC,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551236,52.992534
Hagenadyk,27,,,8614AC,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551772,52.992417
Hagenadyk,29,,,8614AC,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551921,52.992353
Hagenadyk,33,,,8614AC,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552398,52.992461
Hagenadyk,35,,,8614AC,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552428,52.992595
Hagenadyk,37,,,8614AC,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552577,52.992568
Hagenadyk,41,,,8614AD,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552741,52.992550
Hagenadyk,43,,,8614AD,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552830,52.992541
Hagenadyk,47,,,8614AD,Oudega,Súdwest-Fryslân,Friesland,VBO,5.553009,52.992496
Hagenadyk,49,,,8614AD,Oudega,Súdwest-Fryslân,Friesland,VBO,5.553083,52.992505
Hagenadyk,51,,,8614AD,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552889,52.992415
Hagenadyk,53,,,8614AD,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552621,52.992308
Hagenadyk,55,,,8614AD,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552799,52.992280
Hagenadyk,57,,,8614AD,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552978,52.992289
Hagenadyk,59,,,8614AD,Oudega,Súdwest-Fryslân,Friesland,VBO,5.553276,52.992316
Hagenadyk,61,,,8614AD,Oudega,Súdwest-Fryslân,Friesland,VBO,5.553455,52.992315
Hagenadyk,63,,,8614AD,Oudega,Súdwest-Fryslân,Friesland,VBO,5.555243,52.992538
Hagenadyk,65,,,8614AD,Oudega,Súdwest-Fryslân,Friesland,VBO,5.555967,52.991993
De Wearen,4,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551800,52.992021
De Wearen,6,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552024,52.992003
De Wearen,8,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552158,52.991976
De Wearen,12,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552366,52.991993
De Wearen,14,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552455,52.991939
De Wearen,16,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552649,52.991912
De Wearen,18,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.553065,52.991723
De Wearen,20,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.553221,52.991878
De Wearen,22,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.553453,52.991776
De Wearen,24,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.553632,52.991884
De Wearen,26,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.553751,52.991884
De Wearen,30,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.553974,52.991883
De Wearen,32,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.553944,52.991713
De Wearen,34,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.554078,52.991712
De Wearen,36,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.554138,52.991865
De Wearen,38,,,8614AE,Oudega,Súdwest-Fryslân,Friesland,VBO,5.554347,52.991883
Reafinne,20,,,8614AG,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550732,52.992912
Reafinne,22,,,8614AG,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550806,52.992903
Reafinne,24,,,8614AG,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551014,52.992858
Reafinne,26,,,8614AG,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551148,52.992822
Reafinne,28,,,8614AG,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551238,52.992804
Reafinne,30,,,8614AG,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551342,52.992777
Reafinne,32,,,8614AG,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551520,52.992758
Reafinne,34,,,8614AG,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551639,52.992740
Reafinne,36,,,8614AG,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551729,52.992722
Reafinne,38,,,8614AG,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551922,52.992686
Reafinne,40,,,8614AG,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552011,52.992668
Reafinne,42,,,8614AG,Oudega,Súdwest-Fryslân,Friesland,VBO,5.552101,52.992659
Reafinne,1,A,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.548813,52.993580
Reafinne,1,B,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.549006,52.993544
Reafinne,1,C,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.549185,52.993525
Reafinne,1,D,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.549468,52.993471
Reafinne,1,E,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.549661,52.993435
Reafinne,1,,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550480,52.993272
Reafinne,3,,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550569,52.993263
Reafinne,5,,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550658,52.993245
Reafinne,7,,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550763,52.993227
Reafinne,9,,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550896,52.993173
Reafinne,11,,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.550986,52.993155
Reafinne,13,,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551060,52.993136
Reafinne,15,,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551164,52.993118
Reafinne,17,,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551343,52.993055
Reafinne,19,,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551462,52.993046
Reafinne,21,,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551566,52.993019
Reafinne,23,,,8614AH,Oudega,Súdwest-Fryslân,Friesland,VBO,5.551625,52.993010
