openbareruimtenaam,huisnummer,huisletter,huisnummertoevoeging,postcode,woonplaatsnaam,gemeentenaam,provincienaam,typeadresseerbaarobject,longitude,latitude
Strikel,1,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.779932,53.038082
Strikel,2,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.779760,53.038069
Strikel,3,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.779548,53.038026
Strikel,4,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.779333,53.037996
Strikel,5,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.779107,53.037966
Strikel,6,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.778880,53.037962
Strikel,7,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.778451,53.037956
Strikel,8,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.778294,53.037869
Strikel,9,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.778120,53.037779
Strikel,10,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.777889,53.037705
Strikel,11,A,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.777492,53.037666
Strikel,11,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.777672,53.037683
Strikel,12,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.777368,53.037948
Strikel,13,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.777156,53.037947
Strikel,14,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.776912,53.037939
Strikel,15,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.776727,53.037996
Strikel,16,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.775935,53.037837
Strikel,17,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.776068,53.037714
Strikel,18,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.776263,53.037662
Strikel,19,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.776460,53.037649
Strikel,20,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.776644,53.037633
Strikel,21,,,8493KA,Terherne,De Fryske Marren,Friesland,VBO,5.776841,53.037615
