openbareruimtenaam,huisnummer,huisletter,huisnummertoevoeging,postcode,woonplaatsnaam,gemeentenaam,provincienaam,typeadresseerbaarobject,longitude,latitude
Middelhoefseweg,2,,,3819AA,Amersfoort,Amersfoort,Utrecht,VBO,5.344333,52.160754
Middelhoefseweg,10,,,3819AA,Amersfoort,Amersfoort,Utrecht,VBO,5.345902,52.161879
Barchman Wuytierslaan,43,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.351334,52.154975
Barchman Wuytierslaan,49,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.351951,52.152314
Barchman Wuytierslaan,51,A,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.351856,52.152687
Barchman Wuytierslaan,51,B,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.351862,52.152864
Barchman Wuytierslaan,51,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.351933,52.152493
Barchman Wuytierslaan,53,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.351023,52.151603
Barchman Wuytierslaan,55,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.350037,52.151692
Barchman Wuytierslaan,57,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.349166,52.152368
Barchman Wuytierslaan,59,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.348925,52.152554
Barchman Wuytierslaan,61,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.348816,52.152769
Barchman Wuytierslaan,63,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.348672,52.153012
Barchman Wuytierslaan,65,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.348751,52.153281
Barchman Wuytierslaan,67,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.348551,52.153561
Barchman Wuytierslaan,69,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.348697,52.154064
Barchman Wuytierslaan,71,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.348327,52.154580
Barchman Wuytierslaan,75,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.348129,52.154878
Barchman Wuytierslaan,77,,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.347944,52.155256
Barchman Wuytierslaan,81,A,,3819AB,Amersfoort,Amersfoort,Utrecht,VBO,5.348918,52.156145
