openbareruimtenaam,huisnummer,huisletter,huisnummertoevoeging,postcode,woonplaatsnaam,gemeentenaam,provincienaam,typeadresseerbaarobject,longitude,latitude
Groenekanseweg,33,,,3732AA,De Bilt,De Bilt,Utrecht,VBO,5.189185,52.112664
Groenekanseweg,35,,,3732AA,De Bilt,De Bilt,Utrecht,VBO,5.188894,52.112735
Groenekanseweg,37,,,3732AA,De Bilt,De Bilt,Utrecht,VBO,5.188573,52.112789
Groenekanseweg,39,,,3732AA,De Bilt,De Bilt,Utrecht,VBO,5.188237,52.112860
Groenekanseweg,41,,,3732AA,De Bilt,De Bilt,Utrecht,VBO,5.187843,52.112698
Groenekanseweg,51,A,,3732AA,De Bilt,De Bilt,Utrecht,VBO,5.187710,52.112998
Groenekanseweg,51,,,3732AA,De Bilt,De Bilt,Utrecht,VBO,5.187552,52.112860
Groenekanseweg,61,A,,3732AA,De Bilt,De Bilt,Utrecht,VBO,5.186416,52.113296
Groenekanseweg,61,,,3732AA,De Bilt,De Bilt,Utrecht,VBO,5.186556,52.113253
Groenekanseweg,63,,,3732AB,De Bilt,De Bilt,Utrecht,VBO,5.186133,52.113162
Groenekanseweg,65,,,3732AB,De Bilt,De Bilt,Utrecht,VBO,5.185972,52.113396
Groenekanseweg,69,,,3732AB,De Bilt,De Bilt,Utrecht,VBO,5.185838,52.113440
Groenekanseweg,71,,,3732AB,De Bilt,De Bilt,Utrecht,VBO,5.185752,52.113458
Groenekanseweg,73,,,3732AB,De Bilt,De Bilt,Utrecht,VBO,5.185650,52.113476
Groenekanseweg,75,,,3732AB,De Bilt,De Bilt,Utrecht,VBO,5.185168,52.113592
Groenekanseweg,77,,,3732AB,De Bilt,De Bilt,Utrecht,VBO,5.185095,52.113610
Groenekanseweg,79,,,3732AB,De Bilt,De Bilt,Utrecht,VBO,5.185007,52.113637
Groenekanseweg,81,,,3732AB,De Bilt,De Bilt,Utrecht,VBO,5.184832,52.113663
