openbareruimtenaam,huisnummer,huisletter,huisnummertoevoeging,postcode,woonplaatsnaam,gemeentenaam,provincienaam,typeadresseerbaarobject,longitude,latitude
St. Antoniusstraat,1,a,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.069147,51.684386
St. Antoniusstraat,3,,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068207,51.684384
St. Antoniusstraat,5,a,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068175,51.684132
St. Antoniusstraat,5,b,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068300,51.684149
St. Antoniusstraat,5,,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.067905,51.684221
St. Antoniusstraat,7,,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.067978,51.684024
St. Antoniusstraat,9,,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.067936,51.683952
St. Antoniusstraat,11,,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.067937,51.683781
St. Antoniusstraat,13,,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.067952,51.683718
St. Antoniusstraat,15,,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.067974,51.683654
St. Antoniusstraat,17,,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.067979,51.683594
St. Antoniusstraat,19,a,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068055,51.683449
St. Antoniusstraat,19,b,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068055,51.683395
St. Antoniusstraat,19,c,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068070,51.683350
St. Antoniusstraat,19,d,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068070,51.683287
St. Antoniusstraat,19,e,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068085,51.683242
St. Antoniusstraat,19,f,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068100,51.683179
St. Antoniusstraat,19,g,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068115,51.683053
St. Antoniusstraat,19,h,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068130,51.682999
St. Antoniusstraat,19,j,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068131,51.682945
St. Antoniusstraat,19,l,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068102,51.682846
St. Antoniusstraat,19,m,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068126,51.682792
St. Antoniusstraat,19,n,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068135,51.682747
St. Antoniusstraat,19,p,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068144,51.682699
St. Antoniusstraat,19,,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068040,51.683502
St. Antoniusstraat,21,a,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068191,51.682595
St. Antoniusstraat,21,b,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068206,51.682541
St. Antoniusstraat,21,,,5144AA,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068176,51.682631
St. Antoniusstraat,23,,,5144AB,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068192,51.682487
St. Antoniusstraat,25,,,5144AB,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068207,51.682433
St. Antoniusstraat,27,,,5144AB,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068221,51.682370
St. Antoniusstraat,29,,,5144AB,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068222,51.682316
St. Antoniusstraat,31,,,5144AB,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068237,51.682263
St. Antoniusstraat,33,,,5144AB,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068252,51.682200
St. Antoniusstraat,35,,,5144AB,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068252,51.682137
St. Antoniusstraat,37,,,5144AB,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068267,51.682083
St. Antoniusstraat,39,,,5144AB,Waalwijk,Waalwijk,Noord-Brabant,VBO,5.068282,51.682020
