openbareruimtenaam,huisnummer,huisletter,huisnummertoevoeging,postcode,woonplaatsnaam,gemeentenaam,provincienaam,typeadresseerbaarobject,longitude,latitude
Noed,13,a,,8523DK,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.710121,52.921245
Noed,13,b,,8523DK,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.701732,52.920127
Troelstraweg,1,,,8523DK,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.712601,52.930836
Troelstraweg,2,,,8523DK,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715431,52.929417
Troelstraweg,3,,,8523DK,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.712723,52.931222
Troelstraweg,6,,,8523DK,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.714811,52.930003
Troelstraweg,8,,,8523DK,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.713338,52.931859
Troelstraweg,12,,,8523DK,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715517,52.932940
Tsjerkewei,2,,,8523NA,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715398,52.928914
Tsjerkewei,4,,,8523NA,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715119,52.929081
Tsjerkewei,6,,,8523NA,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.714864,52.929185
Tsjerkewei,8,,,8523NA,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.714435,52.929402
Stripedyk,1,,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.717189,52.927822
Stripedyk,2,a,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.716717,52.927406
Stripedyk,2,,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.716874,52.927517
Stripedyk,3,,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.717308,52.927813
Stripedyk,4,,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.717454,52.927426
Stripedyk,5,a,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.717560,52.927776
Stripedyk,5,,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.717456,52.927776
Stripedyk,7,,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.717783,52.927757
Stripedyk,9,,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.718021,52.927739
Stripedyk,11,,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.718155,52.927729
Stripedyk,13,,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.718318,52.927720
Stripedyk,15,,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.718452,52.927711
Stripedyk,17,,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.718690,52.927692
Stripedyk,19,,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.718957,52.927673
Stripedyk,21,,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.719225,52.927646
Stripedyk,23,,,8523NB,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.719478,52.927627
Stripedyk,25,,,8523NC,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.719745,52.927635
Stripedyk,27,,,8523NC,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.719834,52.927626
Stripedyk,31,,,8523NC,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.720013,52.927616
Stripedyk,33,,,8523NC,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.720212,52.927608
Stripedyk,35,,,8523NC,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.720280,52.927598
Stripedyk,39,,,8523NC,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.721261,52.927541
Stripedyk,41,,,8523NC,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.721347,52.927524
Stripedyk,43,,,8523NC,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.721663,52.927486
Stripedyk,45,,,8523NC,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.722064,52.927485
Bramerstraat,1,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.716370,52.927698
Bramerstraat,3,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.716266,52.927735
Bramerstraat,5,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.716088,52.927798
Bramerstraat,7,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715970,52.927843
Bramerstraat,9,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715821,52.927889
Bramerstraat,11,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715732,52.927916
Bramerstraat,13,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715643,52.927943
Bramerstraat,15,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715554,52.927979
Bramerstraat,17,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715451,52.928016
Bramerstraat,19,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715362,52.928043
Bramerstraat,21,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715258,52.928079
Bramerstraat,23,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715169,52.928106
Bramerstraat,25,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715005,52.928161
Bramerstraat,27,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.714842,52.928224
Bramerstraat,29,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.714664,52.928278
Bramerstraat,31,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.714397,52.928387
Bramerstraat,33,,,8523NE,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.714160,52.928468
Bramerstraat,12,,,8523NG,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.715112,52.928505
Bramerstraat,14,,,8523NG,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.714875,52.928556
Bramerstraat,16,,,8523NG,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.714623,52.928764
Bramerstraat,18,,,8523NG,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.714550,52.928836
Bramerstraat,20,,,8523NG,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.714473,52.928937
Bramerstraat,22,,,8523NG,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.714421,52.928986
Bramerstraat,24,,,8523NG,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.714269,52.929088
Bramerstraat,26,,,8523NG,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.714180,52.929151
Bramerstraat,28,,,8523NG,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.713854,52.929296
Bramerstraat,30,,,8523NG,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.713765,52.929323
Bramerstraat,32,,,8523NG,Idskenhuizen,De Fryske Marren,Friesland,VBO,5.713498,52.929414
